[ T-Track ]
    title = Fluence in organ and tissue regions
     mesh =  reg            # mesh type is region-wise
      reg = 1400 1401 1700 1701 1900 1901 2200 2201 2400 2401 2600 2900
            2901 3200 3201 3400 3401 3700 3701 3900 4100 { 4300 - 4323
            } 4500 4501 4700 4900 5100 5300 5500 5600 { 7600 - 7602 } {
            8000 - 8002 } { 8400 - 8402 } 9700 9900 { 7200 - 7203 }
            6200 6300 6400 6500 12900 13000 { 13700 - 13702 } { 11000 -
            11002 } 9500 13200 6100 { 12000 - 12002 } { 12100 - 12102 }
            { 12200 - 12202 } 100 200 { 300 - 307 } { 400 - 405 } 7000
            8700 8900 9200 10000 10100 10200 10300 { 10400 - 10403 } {
            10500 - 10503 } { 10600 - 10616 } 500 501 600 601 11300
            11500 { 7400 - 7403 } 12700 13100 6600 6601 { 6700 - 6702 }
            6800 6801 { 6900 - 6902 }
   volume                   # combined, lattice or level structure 
   non     reg      vol     # reg definition
   7.4500E-02   7.5500E-02   7.0184E-08  0.0888
   7.5500E-02   7.6500E-02   6.6043E-08  0.0897
   7.6500E-02   7.7500E-02   5.9426E-08  0.0960
   7.7500E-02   7.8500E-02   6.2419E-08  0.0914
   7.8500E-02   7.9500E-02   6.1539E-08  0.0933
   7.9500E-02   8.0500E-02   6.5190E-08  0.0934
   8.0500E-02   8.1500E-02   6.6623E-08  0.0899
   8.1500E-02   8.2500E-02   7.3198E-08  0.0880
   8.2500E-02   8.3500E-02   7.2974E-08  0.0859
   8.3500E-02   8.4500E-02   6.0223E-08  0.0906
   8.4500E-02   8.5500E-02   7.0486E-08  0.0878
   8.5500E-02   8.6500E-02   6.2913E-08  0.0940
   8.6500E-02   8.7500E-02   6.5197E-08  0.0861
   8.7500E-02   8.8500E-02   7.6388E-08  0.0845
   8.8500E-02   8.9500E-02   6.9069E-08  0.0890
   8.9500E-02   9.0500E-02   5.6889E-08  0.0937
   9.0500E-02   9.1500E-02   7.8307E-08  0.0832
   9.1500E-02   9.2500E-02   7.9651E-08  0.0826
   9.2500E-02   9.3500E-02   7.7161E-08  0.0861
   9.3500E-02   9.4500E-02   7.3509E-08  0.0810
   9.4500E-02   9.5500E-02   7.8760E-08  0.0815
   9.5500E-02   9.6500E-02   8.0580E-08  0.0832
   9.6500E-02   9.7500E-02   7.8649E-08  0.0802
   9.7500E-02   9.8500E-02   8.0354E-08  0.0844
   9.8500E-02   9.9500E-02   7.4784E-08  0.0877
   9.9500E-02   1.0050E-01   6.6722E-08  0.0918
   1.0050E-01   1.0150E-01   6.3619E-08  0.0918
   1.0150E-01   1.0250E-01   6.6223E-08  0.0911
   1.0250E-01   1.0350E-01   6.1649E-08  0.0922
   1.0350E-01   1.0450E-01   7.2733E-08  0.0850
   1.0450E-01   1.0550E-01   6.9199E-08  0.0871
   1.0550E-01   1.0650E-01   8.3050E-08  0.0838
   1.0650E-01   1.0750E-01   7.6796E-08  0.0864
   1.0750E-01   1.0850E-01   6.8771E-08  0.0910
   1.0850E-01   1.0950E-01   6.9649E-08  0.0900
   1.0950E-01   1.1050E-01   7.7722E-08  0.0860
   1.1050E-01   1.1150E-01   7.6860E-08  0.0840
   1.1150E-01   1.1250E-01   7.5131E-08  0.0863
   1.1250E-01   1.1350E-01   7.5952E-08  0.0835
   1.1350E-01   1.1450E-01   8.3222E-08  0.0845
   1.1450E-01   1.1550E-01   7.1656E-08  0.0847
   1.1550E-01   1.1650E-01   6.5957E-08  0.0947
   1.1650E-01   1.1750E-01   7.7949E-08  0.0848
   1.1750E-01   1.1850E-01   7.9190E-08  0.0835
   1.1850E-01   1.1950E-01   8.3581E-08  0.0808
   1.1950E-01   1.2050E-01   7.5055E-08  0.0859
   1.2050E-01   1.2150E-01   8.4781E-08  0.0905
   1.2150E-01   1.2250E-01   7.2396E-08  0.0842
   1.2250E-01   1.2350E-01   7.3884E-08  0.0851
   1.2350E-01   1.2450E-01   7.4635E-08  0.0871
   1.2450E-01   1.2550E-01   9.4453E-08  0.0807
   1.2550E-01   1.2650E-01   7.6387E-08  0.0811
   1.2650E-01   1.2750E-01   8.4971E-08  0.0850
   1.2750E-01   1.2850E-01   8.7848E-08  0.0835
   1.2850E-01   1.2950E-01   7.3061E-08  0.0832
   1.2950E-01   1.3050E-01   8.2065E-08  0.0796
   1.3050E-01   1.3150E-01   7.0261E-08  0.0881
   1.3150E-01   1.3250E-01   7.7976E-08  0.0834
   1.3250E-01   1.3350E-01   8.6635E-08  0.0813
   1.3350E-01   1.3450E-01   8.3906E-08  0.0828
   1.3450E-01   1.3550E-01   7.6599E-08  0.0817
   1.3550E-01   1.3650E-01   6.7065E-08  0.0907
   1.3650E-01   1.3750E-01   8.1325E-08  0.0804
   1.3750E-01   1.3850E-01   8.0019E-08  0.0831
   1.3850E-01   1.3950E-01   8.6952E-08  0.0815
   1.3950E-01   1.4050E-01   8.2554E-08  0.0837
   1.4050E-01   1.4150E-01   8.1632E-08  0.0824
   1.4150E-01   1.4250E-01   7.5581E-08  0.0891
   1.4250E-01   1.4350E-01   8.0376E-08  0.0831
   1.4350E-01   1.4450E-01   8.5690E-08  0.0829
   1.4450E-01   1.4550E-01   7.7049E-08  0.0832
   1.4550E-01   1.4650E-01   7.5897E-08  0.0856
   1.4650E-01   1.4750E-01   7.8259E-08  0.0832
   1.4750E-01   1.4850E-01   7.8077E-08  0.0837
   1.4850E-01   1.4950E-01   8.1744E-08  0.0806
   1.4950E-01   1.5050E-01   7.0641E-08  0.0903
   1.5050E-01   1.5150E-01   7.4618E-08  0.0865
   1.5150E-01   1.5250E-01   7.4313E-08  0.0874
   1.5250E-01   1.5350E-01   7.5355E-08  0.0842
   1.5350E-01   1.5450E-01   7.4009E-08  0.0903
   1.5450E-01   1.5550E-01   7.1482E-08  0.0878
   1.5550E-01   1.5650E-01   7.7207E-08  0.0870
   1.5650E-01   1.5750E-01   7.4304E-08  0.0846
   1.5750E-01   1.5850E-01   6.0910E-08  0.0906
   1.5850E-01   1.5950E-01   7.3422E-08  0.0881
   1.5950E-01   1.6050E-01   6.9493E-08  0.0895
   1.6050E-01   1.6150E-01   7.1448E-08  0.0891
   1.6150E-01   1.6250E-01   6.3972E-08  0.0874
   1.6250E-01   1.6350E-01   6.6390E-08  0.0897
   1.6350E-01   1.6450E-01   7.6764E-08  0.0900
   1.6450E-01   1.6550E-01   8.1086E-08  0.0861
   1.6550E-01   1.6650E-01   7.7076E-08  0.0819
   1.6650E-01   1.6750E-01   5.4634E-08  0.0939
   1.6750E-01   1.6850E-01   7.2972E-08  0.0921
   1.6850E-01   1.6950E-01   8.5253E-08  0.0815
   1.6950E-01   1.7050E-01   7.1689E-08  0.0884
   1.7050E-01   1.7150E-01   6.7537E-08  0.0950
   1.7150E-01   1.7250E-01   6.2445E-08  0.0987
   1.7250E-01   1.7350E-01   6.5311E-08  0.0943
   1.7350E-01   1.7450E-01   6.4297E-08  0.0941
   1.7450E-01   1.7550E-01   5.8646E-08  0.0922
   1.7550E-01   1.7650E-01   6.5836E-08  0.0890
   1.7650E-01   1.7750E-01   6.0910E-08  0.0912
   1.7750E-01   1.7850E-01   6.2951E-08  0.0917
   1.7850E-01   1.7950E-01   6.0043E-08  0.0948
   1.7950E-01   1.8050E-01   7.2705E-08  0.0876
   1.8050E-01   1.8150E-01   6.9466E-08  0.0915
   1.8150E-01   1.8250E-01   6.6919E-08  0.0895
   1.8250E-01   1.8350E-01   5.3391E-08  0.1008
   1.8350E-01   1.8450E-01   6.9157E-08  0.0892
   1.8450E-01   1.8550E-01   6.6837E-08  0.0966
   1.8550E-01   1.8650E-01   5.8637E-08  0.0949
   1.8650E-01   1.8750E-01   5.4531E-08  0.0987
   1.8750E-01   1.8850E-01   5.9138E-08  0.0956
   1.8850E-01   1.8950E-01   5.7676E-08  0.1004
   1.8950E-01   1.9050E-01   6.2830E-08  0.0941
   1.9050E-01   1.9150E-01   6.2575E-08  0.0916
   1.9150E-01   1.9250E-01   4.9831E-08  0.0985
   1.9250E-01   1.9350E-01   6.3052E-08  0.0908
   1.9350E-01   1.9450E-01   5.5400E-08  0.0968
   1.9450E-01   1.9550E-01   6.8120E-08  0.0926
   1.9550E-01   1.9650E-01   6.2519E-08  0.0929
   1.9650E-01   1.9750E-01   7.7229E-08  0.0885
   1.9750E-01   1.9850E-01   5.3616E-08  0.0955
   1.9850E-01   1.9950E-01   5.6653E-08  0.0950
   1.9950E-01   2.0050E-01   6.0454E-08  0.0956
   2.0050E-01   2.0750E-01   5.5794E-07  0.0310
   2.0750E-01   2.1250E-01   4.3415E-07  0.0351
   2.1250E-01   2.1750E-01   4.3940E-07  0.0350
   2.1750E-01   2.2250E-01   4.2926E-07  0.0349
   2.2250E-01   2.2750E-01   3.8337E-07  0.0371
   2.2750E-01   2.3250E-01   3.8677E-07  0.0375
   2.3250E-01   2.3750E-01   3.6974E-07  0.0387
   2.3750E-01   2.4250E-01   3.6896E-07  0.0389
   2.4250E-01   2.4750E-01   3.6552E-07  0.0386
   2.4750E-01   2.5250E-01   3.8226E-07  0.0395
   2.5250E-01   2.5750E-01   3.3724E-07  0.0424
   2.5750E-01   2.6250E-01   3.3174E-07  0.0411
   2.6250E-01   2.6750E-01   3.4585E-07  0.0420
   2.6750E-01   2.7250E-01   3.4392E-07  0.0413
   2.7250E-01   2.7750E-01   3.1226E-07  0.0425
   2.7750E-01   2.8250E-01   3.3400E-07  0.0414
   2.8250E-01   2.8750E-01   2.9842E-07  0.0453
   2.8750E-01   2.9250E-01   3.1750E-07  0.0436
   2.9250E-01   2.9750E-01   2.9921E-07  0.0455
   2.9750E-01   3.0250E-01   3.1097E-07  0.0435
   3.0250E-01   3.0750E-01   3.1607E-07  0.0442
   3.0750E-01   3.1250E-01   3.1083E-07  0.0462
   3.1250E-01   3.1750E-01   3.1060E-07  0.0446
   3.1750E-01   3.2250E-01   3.1855E-07  0.0458
   3.2250E-01   3.2750E-01   3.0657E-07  0.0458
   3.2750E-01   3.3250E-01   2.9444E-07  0.0487
   3.3250E-01   3.3750E-01   2.6995E-07  0.0493
   3.3750E-01   3.4250E-01   2.7038E-07  0.0506
   3.4250E-01   3.4750E-01   2.8153E-07  0.0479
   3.4750E-01   3.5250E-01   2.9725E-07  0.0490
   3.5250E-01   3.5750E-01   2.4359E-07  0.0501
   3.5750E-01   3.6250E-01   2.8906E-07  0.0510
   3.6250E-01   3.6750E-01   2.7433E-07  0.0490
   3.6750E-01   3.7250E-01   2.7351E-07  0.0518
   3.7250E-01   3.7750E-01   2.4847E-07  0.0531
   3.7750E-01   3.8250E-01   2.5026E-07  0.0526
   3.8250E-01   3.8750E-01   2.2234E-07  0.0541
   3.8750E-01   3.9250E-01   2.3573E-07  0.0536
   3.9250E-01   3.9750E-01   2.2754E-07  0.0544
   3.9750E-01   4.0250E-01   2.1867E-07  0.0564
   4.0250E-01   4.1500E-01   5.3792E-07  0.0356
   4.1500E-01   4.2500E-01   4.0581E-07  0.0401
   4.2500E-01   4.3500E-01   4.0222E-07  0.0408
   4.3500E-01   4.4500E-01   4.1840E-07  0.0395
   4.4500E-01   4.5500E-01   3.9202E-07  0.0409
   4.5500E-01   4.6500E-01   3.8001E-07  0.0405
   4.6500E-01   4.7500E-01   3.4853E-07  0.0428
   4.7500E-01   4.8500E-01   3.8265E-07  0.0418
   4.8500E-01   4.9500E-01   3.3945E-07  0.0439
   4.9500E-01   5.0500E-01   3.2288E-07  0.0444
   5.0500E-01   5.1500E-01   3.1878E-07  0.0444
   5.1500E-01   5.2500E-01   3.0834E-07  0.0456
   5.2500E-01   5.3500E-01   2.8690E-07  0.0469
   5.3500E-01   5.4500E-01   2.6831E-07  0.0480
   5.4500E-01   5.5500E-01   2.6005E-07  0.0481
   5.5500E-01   5.6500E-01   2.7593E-07  0.0470
   5.6500E-01   5.7500E-01   2.6539E-07  0.0478
   5.7500E-01   5.8500E-01   2.6041E-07  0.0475
   5.8500E-01   5.9500E-01   2.3308E-07  0.0498
   5.9500E-01   6.0500E-01   2.1124E-07  0.0515
   6.0500E-01   6.1500E-01   2.3200E-07  0.0512
   6.1500E-01   6.2500E-01   2.1633E-07  0.0509
   6.2500E-01   6.3500E-01   2.3663E-07  0.0493
   6.3500E-01   6.4500E-01   2.2095E-07  0.0511
   6.4500E-01   6.5500E-01   2.1370E-07  0.0521
   6.5500E-01   6.6500E-01   2.2020E-07  0.0511
   6.6500E-01   6.7500E-01   2.1947E-07  0.0508
   6.7500E-01   6.8500E-01   2.2537E-07  0.0504
   6.8500E-01   6.9500E-01   1.9832E-07  0.0527
   6.9500E-01   7.0500E-01   2.0871E-07  0.0524
   7.0500E-01   7.1500E-01   2.1883E-07  0.0506
   7.1500E-01   7.2500E-01   2.0249E-07  0.0524
   7.2500E-01   7.3500E-01   1.8216E-07  0.0545
   7.3500E-01   7.4500E-01   1.9577E-07  0.0543
   7.4500E-01   7.5500E-01   1.9809E-07  0.0519
   7.5500E-01   7.6500E-01   1.9748E-07  0.0530
   7.6500E-01   7.7500E-01   1.9914E-07  0.0526
   7.7500E-01   7.8500E-01   1.9618E-07  0.0534
   7.8500E-01   7.9500E-01   2.1044E-07  0.0520
   7.9500E-01   8.0500E-01   1.9660E-07  0.0520
   8.0500E-01   8.1500E-01   1.8053E-07  0.0540
   8.1500E-01   8.2500E-01   1.9608E-07  0.0528
   8.2500E-01   8.3500E-01   1.8547E-07  0.0533
   8.3500E-01   8.4500E-01   1.8201E-07  0.0540
   8.4500E-01   8.5500E-01   1.6822E-07  0.0562
   8.5500E-01   8.6500E-01   1.8926E-07  0.0543
   8.6500E-01   8.7500E-01   1.8747E-07  0.0547
   8.7500E-01   8.8500E-01   1.7632E-07  0.0554
   8.8500E-01   8.9500E-01   2.1181E-07  0.0500
   8.9500E-01   9.0500E-01   2.0362E-07  0.0517
   9.0500E-01   9.1500E-01   1.9464E-07  0.0528
   9.1500E-01   9.2500E-01   1.8274E-07  0.0545
   9.2500E-01   9.3500E-01   1.9714E-07  0.0536
   9.3500E-01   9.4500E-01   2.0187E-07  0.0522
   9.4500E-01   9.5500E-01   2.1949E-07  0.0507
   9.5500E-01   9.6500E-01   2.2289E-07  0.0497
   9.6500E-01   9.7500E-01   1.9117E-07  0.0528
   9.7500E-01   9.8500E-01   2.0947E-07  0.0508
   9.8500E-01   9.9500E-01   1.9312E-07  0.0526
   9.9500E-01   1.0050E+00   5.4921E-05  0.0036
   1.0050E+00   1.0750E+00   0.0000E+00  0.0000
   1.0750E+00   1.1250E+00   0.0000E+00  0.0000
   1.1250E+00   1.1750E+00   0.0000E+00  0.0000
   1.1750E+00   1.2250E+00   0.0000E+00  0.0000
   1.2250E+00   1.2750E+00   0.0000E+00  0.0000
   1.2750E+00   1.3250E+00   0.0000E+00  0.0000
   1.3250E+00   1.3750E+00   0.0000E+00  0.0000
   1.3750E+00   1.4250E+00   0.0000E+00  0.0000
   1.4250E+00   1.4750E+00   0.0000E+00  0.0000
   1.4750E+00   1.5250E+00   0.0000E+00  0.0000
   1.5250E+00   1.5750E+00   0.0000E+00  0.0000
   1.5750E+00   1.6250E+00   0.0000E+00  0.0000
   1.6250E+00   1.6750E+00   0.0000E+00  0.0000
   1.6750E+00   1.7250E+00   0.0000E+00  0.0000
   1.7250E+00   1.7750E+00   0.0000E+00  0.0000
   1.7750E+00   1.8250E+00   0.0000E+00  0.0000
   1.8250E+00   1.8750E+00   0.0000E+00  0.0000
   1.8750E+00   1.9250E+00   0.0000E+00  0.0000
   1.9250E+00   1.9750E+00   0.0000E+00  0.0000
   1.9750E+00   2.0250E+00   0.0000E+00  0.0000
   2.0250E+00   2.0750E+00   0.0000E+00  0.0000
   2.0750E+00   2.1250E+00   0.0000E+00  0.0000
   2.1250E+00   2.1750E+00   0.0000E+00  0.0000
   2.1750E+00   2.2250E+00   0.0000E+00  0.0000
   2.2250E+00   2.2750E+00   0.0000E+00  0.0000
   2.2750E+00   2.3250E+00   0.0000E+00  0.0000
   2.3250E+00   2.3750E+00   0.0000E+00  0.0000
   2.3750E+00   2.4250E+00   0.0000E+00  0.0000
   2.4250E+00   2.4750E+00   0.0000E+00  0.0000
   2.4750E+00   2.5250E+00   0.0000E+00  0.0000
   2.5250E+00   2.5750E+00   0.0000E+00  0.0000
   2.5750E+00   2.6250E+00   0.0000E+00  0.0000
   2.6250E+00   2.6750E+00   0.0000E+00  0.0000
   2.6750E+00   2.7250E+00   0.0000E+00  0.0000
   2.7250E+00   2.7750E+00   0.0000E+00  0.0000
   2.7750E+00   2.8250E+00   0.0000E+00  0.0000
   2.8250E+00   2.8750E+00   0.0000E+00  0.0000
   2.8750E+00   2.9250E+00   0.0000E+00  0.0000
   2.9250E+00   2.9750E+00   0.0000E+00  0.0000
   2.9750E+00   3.0250E+00   0.0000E+00  0.0000
   3.0250E+00   3.1500E+00   0.0000E+00  0.0000
   3.1500E+00   3.2500E+00   0.0000E+00  0.0000
   3.2500E+00   3.3500E+00   0.0000E+00  0.0000
   3.3500E+00   3.4500E+00   0.0000E+00  0.0000
   3.4500E+00   3.5500E+00   0.0000E+00  0.0000
   3.5500E+00   3.6500E+00   0.0000E+00  0.0000
   3.6500E+00   3.7500E+00   0.0000E+00  0.0000
   3.7500E+00   3.8500E+00   0.0000E+00  0.0000
   3.8500E+00   3.9500E+00   0.0000E+00  0.0000
   3.9500E+00   4.0500E+00   0.0000E+00  0.0000
   4.0500E+00   4.1500E+00   0.0000E+00  0.0000
   4.1500E+00   4.2500E+00   0.0000E+00  0.0000
   4.2500E+00   4.3500E+00   0.0000E+00  0.0000
   4.3500E+00   4.4500E+00   0.0000E+00  0.0000
   4.4500E+00   4.5500E+00   0.0000E+00  0.0000
   4.5500E+00   4.6500E+00   0.0000E+00  0.0000
   4.6500E+00   4.7500E+00   0.0000E+00  0.0000
   4.7500E+00   4.8500E+00   0.0000E+00  0.0000
   4.8500E+00   4.9500E+00   0.0000E+00  0.0000
   4.9500E+00   5.0500E+00   0.0000E+00  0.0000
   5.0500E+00   5.1500E+00   0.0000E+00  0.0000
   5.1500E+00   5.2500E+00   0.0000E+00  0.0000
   5.2500E+00   5.3500E+00   0.0000E+00  0.0000
   5.3500E+00   5.4500E+00   0.0000E+00  0.0000
   5.4500E+00   5.5500E+00   0.0000E+00  0.0000
   5.5500E+00   5.6500E+00   0.0000E+00  0.0000
   5.6500E+00   5.7500E+00   0.0000E+00  0.0000
   5.7500E+00   5.8500E+00   0.0000E+00  0.0000
   5.8500E+00   5.9500E+00   0.0000E+00  0.0000
   5.9500E+00   6.0500E+00   0.0000E+00  0.0000
   6.0500E+00   6.3000E+00   0.0000E+00  0.0000
   6.3000E+00   6.5000E+00   0.0000E+00  0.0000
   6.5000E+00   6.7000E+00   0.0000E+00  0.0000
   6.7000E+00   6.9000E+00   0.0000E+00  0.0000
   6.9000E+00   7.1000E+00   0.0000E+00  0.0000
   7.1000E+00   7.3000E+00   0.0000E+00  0.0000
   7.3000E+00   7.5000E+00   0.0000E+00  0.0000
   7.5000E+00   7.7000E+00   0.0000E+00  0.0000
   7.7000E+00   7.9000E+00   0.0000E+00  0.0000
   7.9000E+00   8.1000E+00   0.0000E+00  0.0000
   8.1000E+00   8.3000E+00   0.0000E+00  0.0000
   8.3000E+00   8.5000E+00   0.0000E+00  0.0000
   8.5000E+00   8.7000E+00   0.0000E+00  0.0000
   8.7000E+00   8.9000E+00   0.0000E+00  0.0000
   8.9000E+00   9.1000E+00   0.0000E+00  0.0000
   9.1000E+00   9.3000E+00   0.0000E+00  0.0000
   9.3000E+00   9.5000E+00   0.0000E+00  0.0000
   9.5000E+00   9.7000E+00   0.0000E+00  0.0000
   9.7000E+00   9.9000E+00   0.0000E+00  0.0000
   9.9000E+00   1.0250E+01   0.0000E+00  0.0000
   1.0250E+01   1.0750E+01   0.0000E+00  0.0000
   1.0750E+01   1.1250E+01   0.0000E+00  0.0000
   1.1250E+01   1.1750E+01   0.0000E+00  0.0000
   1.1750E+01   1.2250E+01   0.0000E+00  0.0000
   1.2250E+01   1.2750E+01   0.0000E+00  0.0000
   1.2750E+01   1.3250E+01   0.0000E+00  0.0000
   1.3250E+01   1.3750E+01   0.0000E+00  0.0000
   1.3750E+01   1.4250E+01   0.0000E+00  0.0000
   1.4250E+01   1.4750E+01   0.0000E+00  0.0000
   1.4750E+01   1.5250E+01   0.0000E+00  0.0000
   1.5250E+01   1.5750E+01   0.0000E+00  0.0000
   1.5750E+01   1.6250E+01   0.0000E+00  0.0000
   1.6250E+01   1.6750E+01   0.0000E+00  0.0000
   1.6750E+01   1.7250E+01   0.0000E+00  0.0000
   1.7250E+01   1.7750E+01   0.0000E+00  0.0000
   1.7750E+01   1.8250E+01   0.0000E+00  0.0000
   1.8250E+01   1.8750E+01   0.0000E+00  0.0000
   1.8750E+01   1.9250E+01   0.0000E+00  0.0000
   1.9250E+01   1.9750E+01   0.0000E+00  0.0000
   1.9750E+01   2.2500E+01   0.0000E+00  0.0000

#   sum over                 9.2986E-05

'no. =130,  reg  =  10605'
msuc: {\huge Fluence in organ and tissue regions}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.33}
wt: s(0.7)
\vspace{-3}
   vol  &=&   7.5852E+02 [cm^3]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =131   reg =  10606

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlin ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l n  
#  e-lower      e-upper        photon    r.err 
   9.5000E-03   1.0500E-02   7.1650E-10  0.3946
   1.0500E-02   1.1500E-02   4.1818E-10  0.4546
   1.1500E-02   1.2500E-02   1.2807E-09  0.3198
   1.2500E-02   1.3500E-02   1.8867E-09  0.3616
   1.3500E-02   1.4500E-02   1.4812E-09  0.3506
   1.4500E-02   1.5500E-02   2.7766E-10  0.5813
   1.5500E-02   1.6500E-02   1.1155E-09  0.4675
   1.6500E-02   1.7500E-02   1.6526E-09  0.4688
   1.7500E-02   1.8500E-02   6.2726E-10  0.4401
   1.8500E-02   1.9500E-02   5.2763E-10  0.6487
   1.9500E-02   2.0500E-02   1.0304E-09  0.6961
   2.0500E-02   2.1500E-02   1.7018E-09  0.5354
   2.1500E-02   2.2500E-02   2.0988E-09  0.6382
   2.2500E-02   2.3500E-02   2.0958E-09  0.4465
   2.3500E-02   2.4500E-02   2.2405E-09  0.6028
   2.4500E-02   2.5500E-02   3.8176E-09  0.4538
   2.5500E-02   2.6500E-02   5.1026E-09  0.3782
   2.6500E-02   2.7500E-02   3.3727E-09  0.4079
   2.7500E-02   2.8500E-02   2.0478E-09  0.4222
   2.8500E-02   2.9500E-02   2.0480E-09  0.7750
   2.9500E-02   3.0500E-02   3.9135E-09  0.3300
   3.0500E-02   3.1500E-02   3.1044E-09  0.4197
   3.1500E-02   3.2500E-02   4.5596E-09  0.4120
   3.2500E-02   3.3500E-02   3.5195E-09  0.3673
   3.3500E-02   3.4500E-02   1.0175E-08  0.3070
   3.4500E-02   3.5500E-02   9.4429E-09  0.2544
   3.5500E-02   3.6500E-02   1.2899E-08  0.2602
   3.6500E-02   3.7500E-02   1.3652E-08  0.2701
   3.7500E-02   3.8500E-02   1.2079E-08  0.2554
   3.8500E-02   3.9500E-02   7.0183E-09  0.2756
   3.9500E-02   4.0500E-02   1.5668E-08  0.2468
   4.0500E-02   4.1500E-02   1.5419E-08  0.2358
   4.1500E-02   4.2500E-02   1.1637E-08  0.2537
   4.2500E-02   4.3500E-02   1.5277E-08  0.2656
   4.3500E-02   4.4500E-02   1.4933E-08  0.2434
   4.4500E-02   4.5500E-02   1.9968E-08  0.2212
   4.5500E-02   4.6500E-02   2.3358E-08  0.2125
   4.6500E-02   4.7500E-02   1.9319E-08  0.2222
   4.7500E-02   4.8500E-02   2.1261E-08  0.2164
   4.8500E-02   4.9500E-02   2.5365E-08  0.1938
   4.9500E-02   5.0500E-02   1.9581E-08  0.2091
   5.0500E-02   5.1500E-02   1.5329E-08  0.2155
   5.1500E-02   5.2500E-02   2.7065E-08  0.1963
   5.2500E-02   5.3500E-02   2.7656E-08  0.1840
   5.3500E-02   5.4500E-02   2.9601E-08  0.1897
   5.4500E-02   5.5500E-02   3.2496E-08  0.1706
   5.5500E-02   5.6500E-02   2.8775E-08  0.1777
   5.6500E-02   5.7500E-02   3.5663E-08  0.1625
   5.7500E-02   5.8500E-02   3.1683E-08  0.1855
   5.8500E-02   5.9500E-02   3.3767E-08  0.1574
   5.9500E-02   6.0500E-02   3.0096E-08  0.1794
   6.0500E-02   6.1500E-02   3.6209E-08  0.1654
   6.1500E-02   6.2500E-02   2.9566E-08  0.1570
   6.2500E-02   6.3500E-02   4.0299E-08  0.1545
   6.3500E-02   6.4500E-02   3.3323E-08  0.1799
   6.4500E-02   6.5500E-02   4.0043E-08  0.1624
   6.5500E-02   6.6500E-02   2.6816E-08  0.1838
   6.6500E-02   6.7500E-02   4.4659E-08  0.1504
   6.7500E-02   6.8500E-02   3.2071E-08  0.1808
   6.8500E-02   6.9500E-02   3.8049E-08  0.1596
   6.9500E-02   7.0500E-02   4.3568E-08  0.1447
   7.0500E-02   7.1500E-02   5.6500E-08  0.1461
   7.1500E-02   7.2500E-02   5.1661E-08  0.1366
   7.2500E-02   7.3500E-02   4.1166E-08  0.1469
   7.3500E-02   7.4500E-02   2.7835E-08  0.1824
   7.4500E-02   7.5500E-02   4.3988E-08  0.1517
   7.5500E-02   7.6500E-02   4.3073E-08  0.1514
   7.6500E-02   7.7500E-02   3.5806E-08  0.1610
   7.7500E-02   7.8500E-02   4.3271E-08  0.1479
   7.8500E-02   7.9500E-02   3.5735E-08  0.1342
   7.9500E-02   8.0500E-02   3.9912E-08  0.1455
   8.0500E-02   8.1500E-02   4.3425E-08  0.1816
   8.1500E-02   8.2500E-02   4.6240E-08  0.1485
   8.2500E-02   8.3500E-02   4.0511E-08  0.1546
   8.3500E-02   8.4500E-02   5.0907E-08  0.1671
   8.4500E-02   8.5500E-02   3.9682E-08  0.1447
   8.5500E-02   8.6500E-02   4.4893E-08  0.1383
   8.6500E-02   8.7500E-02   4.5746E-08  0.1500
   8.7500E-02   8.8500E-02   5.1072E-08  0.1420
   8.8500E-02   8.9500E-02   3.8370E-08  0.1742
   8.9500E-02   9.0500E-02   4.9895E-08  0.1372
   9.0500E-02   9.1500E-02   5.1469E-08  0.1333
   9.1500E-02   9.2500E-02   4.2402E-08  0.1466
   9.2500E-02   9.3500E-02   5.7642E-08  0.1293
   9.3500E-02   9.4500E-02   5.6445E-08  0.1267
   9.4500E-02   9.5500E-02   5.6830E-08  0.1489
   9.5500E-02   9.6500E-02   5.0331E-08  0.1401
   9.6500E-02   9.7500E-02   5.2779E-08  0.1354
   9.7500E-02   9.8500E-02   4.6810E-08  0.1387
   9.8500E-02   9.9500E-02   5.5991E-08  0.1340
   9.9500E-02   1.0050E-01   4.1336E-08  0.1632
   1.0050E-01   1.0150E-01   4.1474E-08  0.1455
   1.0150E-01   1.0250E-01   3.5999E-08  0.1692
   1.0250E-01   1.0350E-01   5.3180E-08  0.1257
   1.0350E-01   1.0450E-01   4.5251E-08  0.1431
   1.0450E-01   1.0550E-01   6.2212E-08  0.1222
   1.0550E-01   1.0650E-01   5.5611E-08  0.1344
   1.0650E-01   1.0750E-01   5.0637E-08  0.1321
   1.0750E-01   1.0850E-01   6.2421E-08  0.1418
   1.0850E-01   1.0950E-01   5.6720E-08  0.1315
   1.0950E-01   1.1050E-01   4.6995E-08  0.1447
   1.1050E-01   1.1150E-01   4.9148E-08  0.1431
   1.1150E-01   1.1250E-01   4.9632E-08  0.1360
   1.1250E-01   1.1350E-01   5.2741E-08  0.1294
   1.1350E-01   1.1450E-01   5.1403E-08  0.1290
